ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,bike_score,transit_score
6532 Cerritos Pl,Los Angeles,CA,Los Angeles,90068,440000,5837.0,0.1339990817,75.38118897,sqft lot,Sold 07/01/2020,88,Very Walkable,34.107095,-118.331942,38,67
2260 N Cahuenga Blvd APT 303,Los Angeles,CA,Los Angeles,90068,465000,17859.6,0.41,26.03641739,acres lot,Sold 10/15/2019,70,Somewhat Walkable,34.111482,-118.332954,32,54
3593 Multiview Dr,Los Angeles,CA,Los Angeles,90068,550000,215622.0,4.95,2.550760127,acres lot,Sold 06/23/2020,6,Car-Dependent,34.129621,-118.362862,7,46
6825 Mulholland Dr,Los Angeles,CA,Los Angeles,90068,600000,6969.0,0.1599862259,86.09556608,sqft lot,Sold 03/04/2020,20,Car-Dependent,34.120865,-118.342763,13,37
6327 Primrose Ave,Los Angeles,CA,Los Angeles,90068,1320000,10540.0,0.2419651056,125.2371917,sqft lot,Sold 01/14/2020,67,Somewhat Walkable,34.110088,-118.327691,29,61
2758 Rinconia Dr,Los Angeles,CA,Los Angeles,90068,1780000,9918.0,0.2276859504,179.4716677,sqft lot,Sold 10/03/2018,16,Car-Dependent,34.116466,-118.32658,18,44
2827 Las Alturas St,Los Angeles,CA,Los Angeles,90068,3220000,8822.0,0.2025252525,364.9965994,sqft lot,Sold 09/04/2019,5,Car-Dependent,34.1204,-118.349,5,35
Marmont Ave,Los Angeles,CA,Los Angeles,90069,20000,10166.0,0.233379247,1.967342121,sqft lot,Sold 10/11/2020,47,Car-Dependent,34.102857,-118.372082,14,47
2375 Sunset Plaza Dr,Los Angeles,CA,Los Angeles,90069,1000000,43560.0,1.0,22.95684114,acres lot,Sold 04/18/2019,0,Car-Dependent,34.107276,-118.387672,1,0
1751 Sunset Plaza Dr,Los Angeles,CA,Los Angeles,90069,1050000,15246.0,0.35,68.87052342,acres lot,Sold 01/27/2020,5,Car-Dependent,34.102676,-118.380962,2,37
1547 Sunset Plaza Dr,Los Angeles,CA,Los Angeles,90069,1600000,7318.0,0.1679981635,218.6389724,sqft lot,Sold 11/09/2018,13,Car-Dependent,34.099163,-118.381022,7,45
9230 Robin Dr,Los Angeles,CA,Los Angeles,90069,10200000,41382.0,0.95,246.4839785,acres lot,Sold 12/31/2019,2,Car-Dependent,34.102441,-118.390171,2,27
1523 3/8 N Doheny Dr,Los Angeles,CA,Los Angeles,90069,2100000,10441.0,0.2396923783,201.1301599,sqft lot,Sold 03/18/2020,3,Car-Dependent,34.099555,-118.390416,4,36
941 Hollybush Ln,Los Angeles,CA,Los Angeles,90077,18000,5501.0,0.1262855831,3.27213234,sqft lot,Sold 05/11/2020,14,Car-Dependent,34.09243,-118.438116,5,31
1401 N Beverly Glen Blvd,Los Angeles,CA,Los Angeles,90077,25000,2731.0,0.06269513315,9.154155987,sqft lot,Sold 09/11/2020,19,Car-Dependent,34.097166,-118.441514,9,0
10339 Tupelo Ln,Los Angeles,CA,Los Angeles,90077,28000,79279.2,1.82,0.3531821714,acres lot,Sold 10/17/2019,6,Car-Dependent,34.10767,-118.444545,3,0
1425 N Beverly Glen Blvd,Los Angeles,CA,Los Angeles,90077,50000,2504.0,0.05748393021,19.96805112,sqft lot,Sold 11/30/2020,19,Car-Dependent,34.097759,-118.441845,9,0
861 N Beverly Glen Blvd,Los Angeles,CA,Los Angeles,90077,60000,13068.0,0.3,4.591368228,acres lot,Sold 06/30/2020,13,Car-Dependent,34.09068,-118.438354,8,33
10333 Tupelo Ln,Los Angeles,CA,Los Angeles,90077,150000,79279.2,1.82,1.892047347,acres lot,Sold 10/17/2019,6,Car-Dependent,34.107659,-118.444277,3,0
10327 Tupelo Ln,Los Angeles,CA,Los Angeles,90077,180000,13503.6,0.31,13.32977873,acres lot,Sold 10/23/2019,6,Car-Dependent,34.107499,-118.444306,3,0
10526 Isadora Ln,Los Angeles,CA,Los Angeles,90077,250000,7601.0,0.1744949495,32.89040916,sqft lot,Sold 10/26/2020,16,Car-Dependent,34.098709,-118.446083,11,0
10532 Isadora Ln,Los Angeles,CA,Los Angeles,90077,250000,7601.0,0.1744949495,32.89040916,sqft lot,Sold 10/26/2020,16,Car-Dependent,34.098637,-118.445503,11,0
10453 Sandall Ln,Los Angeles,CA,Los Angeles,90077,320000,5436.0,0.1247933884,58.86681383,sqft lot,Sold 02/25/2019,19,Car-Dependent,34.09888,-118.444174,10,0
14745 Mulholland Dr,Los Angeles,CA,Los Angeles,90077,381000,26136.0,0.6,14.57759412,acres lot,Sold 10/05/2018,6,Car-Dependent,34.132918,-118.454063,3,0
1625 Crater Ln,Los Angeles,CA,Los Angeles,90077,399972,2613.0,0.0599862259,153.0700344,sqft lot,Sold 04/29/2019,18,Car-Dependent,34.100647,-118.443495,8,0
1629 Crater Ln,Los Angeles,CA,Los Angeles,90077,399972,7832.0,0.1797979798,51.06894791,sqft lot,Sold 04/29/2019,18,Car-Dependent,34.100755,-118.44346,8,0
10220 Scenario Ln,Los Angeles,CA,Los Angeles,90077,520000,13068.0,0.3,39.79185797,acres lot,Sold 04/12/2019,7,Car-Dependent,34.109037,-118.445116,2,0
1957 N Beverly Glen Blvd,Los Angeles,CA,Los Angeles,90077,537500,9840.0,0.2258953168,54.62398374,sqft lot,Sold 10/07/2019,14,Car-Dependent,34.105693,-118.446666,4,0
11000 Chalon Rd,Los Angeles,CA,Los Angeles,90077,2000000,13939.2,0.32,143.4802571,acres lot,Sold 03/03/2020,6,Car-Dependent,34.083379,-118.459196,11,39
805 Nimes Pl,Los Angeles,CA,Los Angeles,90077,25600000,51836.4,1.19,493.8614564,acres lot,Sold 01/31/2019,8,Car-Dependent,34.088198,-118.440649,8,36
2175 Queensborough Ln,Los Angeles,CA,Los Angeles,90077,3480000,22651.2,0.52,153.6342445,acres lot,Sold 05/31/2019,0,Car-Dependent,34.10828,-118.476865,0,37
11753 Wetherby Ln,Los Angeles,CA,Los Angeles,90077,3500000,18295.2,0.42,191.3070095,acres lot,Sold 01/03/2020,0,Car-Dependent,34.111398,-118.477186,0,40
800 Stradella Rd,Los Angeles,CA,Los Angeles,90077,37500000,81892.8,1.88,457.9157142,acres lot,Sold 02/27/2019,2,Car-Dependent,34.082957,-118.453735,13,42
615 N Faring Rd,Los Angeles,CA,Los Angeles,90077,7650000,30056.4,0.69,254.5214996,acres lot,Sold 03/27/2019,11,Car-Dependent,34.087407,-118.434531,8,38
685 W 4th St,Los Angeles,CA,Los Angeles,90731,510000,5000.0,0.1147842057,102.0,sqft lot,Sold 11/27/2018,85,Very Walkable,33.740329,-118.292005,76,50
20134 Leadwell St UNIT 162,Los Angeles,CA,Los Angeles,91306,302000,215186.4,4.94,1.403434418,acres lot,Sold 01/14/2020,75,Very Walkable,34.202845,-118.572319,61,38
5211 Marmol Dr,Los Angeles,CA,Los Angeles,91364,560000,11325.6,0.26,49.44550399,acres lot,Sold 02/26/2019,44,Car-Dependent,34.163009,-118.591821,23,42
113th St,Los Angeles,CA,Los Angeles,91364,160000,3484.0,0.07998163453,45.92422503,sqft lot,Sold 03/09/2020,62,Somewhat Walkable,33.931971,-118.284011,61,72
5440 48th St,Maspeth,NY,New York,11378,375000,3600.0,0.0826446281,104.1666667,sqft lot,Sold 10/09/2018,51,Somewhat Walkable,40.72987,-73.919437,54,47
170-64 Merrick Blvd,Maspeth,NY,New York,11378,1650000,9000.0,0.2066115702,183.3333333,sqft lot,Sold 05/04/2018,89,Very Walkable,40.7246,-73.9049,0,0
Montecito Drive,Montecito Heights,CA,Los Angeles,90031,109900,5348.0,0.1227731864,20.54973822,sqft lot,Sold 03/27/2019,88,Very Walkable,34.0782,-118.2154,68,67
1 River Vw,Mount Washington,CA,Los Angeles,90065,19000,4795.0,0.1100780533,3.962460897,sqft lot,Sold 06/19/2020,41,Car-Dependent,34.096293,-118.220702,27,52
9 W 29th St,New York,NY,New York,10001,54300000,2765.0,0.06347566575,19638.33635,sqft lot,Sold 03/23/2018,100,Walker's Paradise,40.745874,-73.987616,90,100
427-429 10th Ave,New York,NY,New York,10001,60600000,7200.0,0.1652892562,8416.666667,sqft lot,Sold 09/20/2019,97,Walker's Paradise,40.754536,-74.000104,94,100
517-527 W 35th St,New York,NY,New York,10001,96000000,23522.4,0.54,4081.216202,acres lot,Sold 09/19/2018,97,Walker's Paradise,40.755993,-73.999432,85,100
128 Hester St,New York,NY,New York,10002,1330000,1243.0,0.02853535354,1069.991955,sqft lot,Sold 11/09/2018,100,Walker's Paradise,40.716979,-73.994935,95,100
343 E 17th St,New York,NY,New York,10003,12000000,4140.0,0.09504132231,2898.550725,sqft lot,Sold 02/12/2020,99,Walker's Paradise,40.73373,-73.981733,96,100
305 1st Ave,New York,NY,New York,10003,28500000,1840.0,0.0422405877,15489.13043,sqft lot,Sold 02/11/2020,99,Walker's Paradise,40.733702,-73.981226,96,100
48 West St,New York,NY,New York,10006,11100000,2510.0,0.05762167126,4422.310757,sqft lot,Sold 11/02/2018,100,Walker's Paradise,40.708203,-74.015116,85,100
45 West St,New York,NY,New York,10006,3830000,4686.0,0.1075757576,817.3282117,sqft lot,Sold 09/10/2019,99,Walker's Paradise,40.707627,-74.015042,79,100
431 Canal St,New York,NY,New York,10013,10,861.0,0.01976584022,0.01161440186,sqft lot,Sold 05/16/2019,99,Walker's Paradise,40.723441,-74.006816,95,100
74 Grand St,New York,NY,New York,10013,13800000,2500.0,0.05739210285,5520.0,sqft lot,Sold 05/30/2018,99,Walker's Paradise,40.722071,-74.00264,94,100
454-456 Greenwich St,New York,NY,New York,10013,3000000,11761.2,0.27,255.0760127,acres lot,Sold 10/31/2018,96,Walker's Paradise,40.723682,-74.009958,93,100
401-402 West St,New York,NY,New York,10014,15300000,3762.0,0.08636363636,4066.985646,sqft lot,Sold 01/08/2019,99,Walker's Paradise,40.733632,-74.009807,94,100
7 E 30th St,New York,NY,New York,10016,20100000,3523.0,0.08087695133,5705.364746,sqft lot,Sold 05/03/2019,100,Walker's Paradise,40.745785,-73.985569,89,100
273 5th Ave,New York,NY,New York,10016,3000000,2600.0,0.05968778696,1153.846154,sqft lot,Sold 04/04/2018,100,Walker's Paradise,40.745453,-73.986332,89,100
240 E 47th St,New York,NY,New York,10017,1790000,10400.0,0.2387511478,172.1153846,sqft lot,Sold 09/20/2019,100,Walker's Paradise,40.752857,-73.970429,80,100
441 W 37th St,New York,NY,New York,10018,2520000,2469.0,0.05668044077,1020.656136,sqft lot,Sold 05/08/2018,98,Walker's Paradise,40.756255,-73.996639,88,100
129 E 56th St,New York,NY,New York,10022,76900000,1266.0,0.02906336088,60742.49605,sqft lot,Sold 07/24/2019,99,Walker's Paradise,40.760639,-73.969947,79,100
11 W 118th St,New York,NY,New York,10026,1430000,13503.6,0.31,105.8976865,acres lot,Sold 01/04/2019,97,Walker's Paradise,40.802522,-73.946225,80,100
303 W 113th St,New York,NY,New York,10026,2500000,2523.0,0.05792011019,990.8838684,sqft lot,Sold 12/17/2018,98,Walker's Paradise,40.802891,-73.957154,83,100
21 W 118th St,New York,NY,New York,10026,3080000,5164.0,0.1185491276,596.4368706,sqft lot,Sold 10/16/2019,97,Walker's Paradise,40.802658,-73.946549,83,100
304 W 127th St,New York,NY,New York,10027,4,2584.0,0.0593204775,0.001547987616,sqft lot,Sold 07/27/2018,99,Walker's Paradise,40.81149,-73.950882,72,100
306 W 127th St,New York,NY,New York,10027,4,2412.0,0.05537190083,0.001658374793,sqft lot,Sold 07/27/2018,99,Walker's Paradise,40.811531,-73.950952,72,100
310 W 127th St,New York,NY,New York,10027,4,2498.0,0.05734618916,0.001601281025,sqft lot,Sold 07/27/2018,99,Walker's Paradise,40.811592,-73.951112,72,100
461 W 125th St,New York,NY,New York,10027,1020000,0.0,0.0,,sqft lot,Sold 01/08/2019,99,Walker's Paradise,40.812663,-73.955852,77,100
302 W 128th St,New York,NY,New York,10027,1800000,1913.0,0.0439164371,940.9304757,sqft lot,Sold 03/25/2019,99,Walker's Paradise,40.812125,-73.950341,78,100
415 W 120th St,New York,NY,New York,10027,16200000,7569.0,0.1737603306,2140.309156,sqft lot,Sold 03/13/2019,98,Walker's Paradise,40.809184,-73.958131,52,100
463 W 125th St #12,New York,NY,New York,10027,2500000,2500.0,0.05739210285,1000.0,sqft lot,Sold 11/21/2019,99,Walker's Paradise,40.81316,-73.955657,77,100
426-458 W 126th St,New York,NY,New York,10027,20100000,38332.8,0.88,524.3551215,acres lot,Sold 01/08/2019,98,Walker's Paradise,40.812903,-73.954992,76,100
54 W 125th St,New York,NY,New York,10027,26500000,2876.0,0.06602387511,9214.18637,sqft lot,Sold 06/22/2018,99,Walker's Paradise,40.807024,-73.944064,75,100
2371 Frederick Douglass Blvd,New York,NY,New York,10027,3000000,2100.0,0.04820936639,1428.571429,sqft lot,Sold 08/01/2019,99,Walker's Paradise,40.811808,-73.950345,78,100
235 Saint Nicholas Ave,New York,NY,New York,10027,68800000,23522.4,0.54,2924.871612,acres lot,Sold 04/01/2019,99,Walker's Paradise,40.808268,-73.953276,83,100
1440-1450 Amsterdam Ave,New York,NY,New York,10027,7830000,12632.4,0.29,619.8347107,acres lot,Sold 06/18/2018,96,Walker's Paradise,40.816726,-73.954029,64,100
2017 1st Ave,New York,NY,New York,10029,15200000,2517.0,0.05778236915,6038.93524,sqft lot,Sold 09/14/2018,95,Walker's Paradise,40.788352,-73.941403,82,100
1988 2nd Ave,New York,NY,New York,10029,19700000,1875.0,0.04304407713,10506.66667,sqft lot,Sold 12/28/2018,97,Walker's Paradise,40.788173,-73.943873,82,100
91 E 111th St,New York,NY,New York,10029,2300000,3078.0,0.07066115702,747.2384665,sqft lot,Sold 01/28/2020,98,Walker's Paradise,40.796468,-73.945797,81,100
1650 Madison Ave,New York,NY,New York,10029,4000000,4392.0,0.1008264463,910.7468124,sqft lot,Sold 07/08/2020,98,Walker's Paradise,40.79617,-73.948,81,100
1986 2nd Ave,New York,NY,New York,10029,8840000,1875.0,0.04304407713,4714.666667,sqft lot,Sold 12/28/2018,97,Walker's Paradise,40.788145,-73.944255,82,100
123 Odell Clark Pl,New York,NY,New York,10030,3830000,2598.0,0.05964187328,1474.210931,sqft lot,Sold 05/23/2018,97,Walker's Paradise,40.816818,-73.940747,70,100
251 W 138th St,New York,NY,New York,10030,4000000,1199.0,0.02752525253,3336.113428,sqft lot,Sold 02/28/2018,96,Walker's Paradise,40.818217,-73.944064,68,100
565 W 161st St,New York,NY,New York,10032,196000,1890.0,0.04338842975,103.7037037,sqft lot,Sold 11/27/2020,98,Walker's Paradise,40.836326,-73.941926,84,100
557 W 161st St,New York,NY,New York,10032,332710,1799.0,0.04129935721,184.9416342,sqft lot,Sold 11/27/2020,98,Walker's Paradise,40.83623,-73.941699,86,100
552 W 182nd St,New York,NY,New York,10033,500000,1260.0,0.02892561983,396.8253968,sqft lot,Sold 05/11/2018,98,Walker's Paradise,40.849255,-73.932264,77,100
4778 Broadway,New York,NY,New York,10034,12300000,10890.0,0.25,1129.476584,acres lot,Sold 02/23/2018,99,Walker's Paradise,40.865695,-73.926033,71,94
2086 5th Ave,New York,NY,New York,10035,950000,1500.0,0.03443526171,633.3333333,sqft lot,Sold 11/04/2019,98,Walker's Paradise,40.808738,-73.940918,75,100
509 E 118th St,New York,NY,New York,10035,1020000,1682.0,0.0386134068,606.4209275,sqft lot,Sold 05/09/2019,91,Walker's Paradise,40.796277,-73.93141,82,99
2324 2nd Ave,New York,NY,New York,10035,1900000,1875.0,0.04304407713,1013.333333,sqft lot,Sold 07/27/2020,97,Walker's Paradise,40.798984,-73.935969,83,100
164 E 124th St,New York,NY,New York,10035,9200000,2153.0,0.04942607897,4273.107292,sqft lot,Sold 12/27/2019,98,Walker's Paradise,40.803224,-73.937374,82,100
156-158 W 48th St,New York,NY,New York,10036,24300000,3417.0,0.07844352617,7111.501317,sqft lot,Sold 02/07/2019,97,Walker's Paradise,40.759306,-73.983505,93,100
646-662 11th Ave,New York,NY,New York,10036,93100000,30056.4,0.69,3097.510015,acres lot,Sold 06/27/2018,97,Walker's Paradise,40.764093,-73.995379,95,100
140 Fulton St,New York,NY,New York,10038,19800000,2714.0,0.06230486685,7295.50479,sqft lot,Sold 10/24/2018,100,Walker's Paradise,40.710303,-74.008421,90,100
119-131 W 145th St,New York,NY,New York,10039,10500000,17424.0,0.4,602.6170799,acres lot,Sold 05/04/2018,92,Walker's Paradise,40.821022,-73.936892,62,100
2750 Frederick Douglass Blvd,New York,NY,New York,10039,5500000,2500.0,0.05739210285,2200.0,sqft lot,Sold 01/16/2019,98,Walker's Paradise,40.823473,-73.941049,77,100
Nagle Ave,New York,NY,New York,10040,15000,2800.0,0.06427915519,5.357142857,sqft lot,Sold 07/02/2019,96,Walker's Paradise,40.859829,-73.929535,73,100
1491 1st Ave,New York,NY,New York,10075,9558,2500.0,0.05739210285,3.8232,sqft lot,Sold 02/23/2018,99,Walker's Paradise,40.771625,-73.953612,85,100
324 E 93rd St,New York,NY,New York,10128,4600000,2517.0,0.05778236915,1827.572507,sqft lot,Sold 08/06/2019,99,Walker's Paradise,40.78158,-73.947332,80,100
428-432 E 92nd St,New York,NY,New York,10128,5300000,7553.0,0.1733930211,701.7079306,sqft lot,Sold 06/19/2019,97,Walker's Paradise,40.779961,-73.945444,80,100
Terrace View Ave,New York,NY,New York,10463,207500,3804.0,0.08732782369,54.54784437,sqft lot,Sold 10/30/2019,90,Very Walkable,40.877225,-73.912062,43,91
15036 Nordhoff St,North Hills,CA,Los Angeles,91343,360000,7501.0,0.1721992654,47.99360085,sqft lot,Sold 06/25/2019,57,Somewhat Walkable,34.235134,-118.460231,61,51
8939 Noble Ave,North Hills,CA,Los Angeles,91343,580000,25264.8,0.58,22.95684114,acres lot,Sold 08/26/2020,60,Somewhat Walkable,34.232866,-118.461643,57,50
16659 Parthenia St,North Hills,CA,Los Angeles,91343,1010000,68824.8,1.58,14.67494275,acres lot,Sold 12/26/2018,26,Car-Dependent,34.229723,-118.495753,42,37
Skylark Ln,North Hollywood,CA,Los Angeles,90069,1210000,12196.8,0.28,99.20634921,acres lot,Sold 10/22/2020,12,Car-Dependent,34.098706,-118.38817,4,41
5659 Auckland Ave,North Hollywood,CA,Los Angeles,91601,400000,6041.0,0.1386822773,66.21420295,sqft lot,Sold 09/24/2020,77,Very Walkable,34.173828,-118.360791,76,43
5617 Strohm Ave,North Hollywood,CA,Los Angeles,91601,917000,24829.2,0.57,36.93232162,acres lot,Sold 08/03/2020,77,Very Walkable,34.172709,-118.359679,80,41
5067 Bakman Ave,North Hollywood,CA,Los Angeles,91601,975000,5784.0,0.1327823691,168.5684647,sqft lot,Sold 01/14/2019,94,Walker's Paradise,34.162555,-118.377688,61,63
5132 Riverton Ave,North Hollywood,CA,Los Angeles,91601,995000,6751.0,0.1549816345,147.3855725,sqft lot,Sold 12/06/2019,84,Very Walkable,34.163602,-118.365659,60,56
5548 Elmer Ave,North Hollywood,CA,Los Angeles,91601,1010000,6529.0,0.1498852158,154.6944402,sqft lot,Sold 04/04/2019,81,Very Walkable,34.171366,-118.375983,77,67
5552 Fulcher Ave,North Hollywood,CA,Los Angeles,91601,1210000,7265.0,0.1667814509,166.5519615,sqft lot,Sold 12/11/2018,79,Very Walkable,34.171498,-118.372709,77,65
5544 Bonner Ave,North Hollywood,CA,Los Angeles,91601,1400000,7252.0,0.1664830119,193.0501931,sqft lot,Sold 05/31/2019,83,Very Walkable,34.171272,-118.3738,77,66
11466 11472 Albers St,North Hollywood,CA,Los Angeles,91601,1600000,13503.6,0.31,118.486922,acres lot,Sold 12/21/2018,80,Very Walkable,34.170336,-118.381087,74,66
5625 Case Ave,North Hollywood,CA,Los Angeles,91601,2100000,16117.2,0.37,130.2955848,acres lot,Sold 03/20/2019,81,Very Walkable,34.172903,-118.372241,74,64
11436 Hatteras St,North Hollywood,CA,Los Angeles,91601,3350000,4159.0,0.0954775023,805.482087,sqft lot,Sold 08/25/2020,82,Very Walkable,34.175607,-118.380386,69,62
5000 Vineland Ave,North Hollywood,CA,Los Angeles,91601,3560000,17424.0,0.4,204.3158861,acres lot,Sold 08/26/2020,90,Very Walkable,34.161087,-118.369974,64,46
11121 Hesby St,North Hollywood,CA,Los Angeles,91601,6000000,6714.0,0.1541322314,893.6550492,sqft lot,Sold 12/26/2018,95,Walker's Paradise,34.161921,-118.373686,64,63
10624 Moorpark St,North Hollywood,CA,Los Angeles,91602,660000,5066.0,0.1162993572,130.2803,sqft lot,Sold 11/09/2018,75,Very Walkable,34.150266,-118.362376,61,47
10815 Hortense St,North Hollywood,CA,Los Angeles,91602,1000000,7714.0,0.1770890725,129.6344309,sqft lot,Sold 05/16/2019,79,Very Walkable,34.155039,-118.366347,64,45
4433 Cartwright Ave,North Hollywood,CA,Los Angeles,91602,1050000,6499.0,0.1491965106,161.5633174,sqft lot,Sold 06/02/2020,74,Very Walkable,34.151323,-118.363389,59,43
11450 Moorpark St,North Hollywood,CA,Los Angeles,91602,1350000,6969.0,0.1599862259,193.7150237,sqft lot,Sold 04/03/2019,83,Very Walkable,34.150069,-118.380786,63,39
10657 Moorpark St,North Hollywood,CA,Los Angeles,91602,1550000,9099.0,0.2088842975,170.3483899,sqft lot,Sold 03/28/2019,74,Very Walkable,34.150655,-118.363506,71,47
11003 Moorpark,North Hollywood,CA,Los Angeles,91602,3750000,13068.0,0.3,286.9605142,acres lot,Sold 07/06/2020,77,Very Walkable,34.150672,-118.370743,74,46
11841 Hart St,North Hollywood,CA,Los Angeles,91605,642000,13068.0,0.3,49.12764004,acres lot,Sold 11/21/2019,64,Somewhat Walkable,34.19783,-118.391397,73,51
12527 Vanowen St,North Hollywood,CA,Los Angeles,91605,875000,7183.0,0.1648989899,121.8153975,sqft lot,Sold 09/11/2019,77,Very Walkable,34.194084,-118.406324,57,41
12531 Vanowen St,North Hollywood,CA,Los Angeles,91605,1000000,7901.0,0.1813820018,126.5662574,sqft lot,Sold 09/11/2019,77,Very Walkable,34.194256,-118.406447,57,41
6743 Irvine Ave,North Hollywood,CA,Los Angeles,91606,450000,3815.0,0.08758034894,117.9554391,sqft lot,Sold 10/17/2019,70,Very Walkable,34.193518,-118.385754,60,50
6729 Babcock Ave,North Hollywood,CA,Los Angeles,91606,525000,6224.0,0.1428833792,84.35089974,sqft lot,Sold 07/15/2019,68,Somewhat Walkable,34.192916,-118.40685,57,42
6619 Beck Ave,North Hollywood,CA,Los Angeles,91606,750000,6751.0,0.1549816345,111.0946526,sqft lot,Sold 08/14/2020,67,Somewhat Walkable,34.190938,-118.383735,56,52
6651 Camellia Ave,North Hollywood,CA,Los Angeles,91606,799000,6751.0,0.1549816345,118.3528366,sqft lot,Sold 08/20/2020,64,Somewhat Walkable,34.191763,-118.382644,54,51
10842 Victory Blvd,North Hollywood,CA,Los Angeles,91606,826000,5998.0,0.1376951331,137.7125709,sqft lot,Sold 07/02/2019,79,Very Walkable,34.186388,-118.367413,0,0
11026 Oxnard St,North Hollywood,CA,Los Angeles,91606,875000,6412.0,0.1471992654,136.4628821,sqft lot,Sold 05/01/2020,80,Very Walkable,34.179132,-118.371235,59,55
19501 Roscoe Blvd,Northridge,CA,Los Angeles,91324,650000,42688.8,0.98,15.22647627,acres lot,Sold 12/13/2019,51,Somewhat Walkable,34.221118,-118.558203,50,41
18435 Napa St,Northridge,CA,Los Angeles,91325,710000,6751.0,0.1549816345,105.1696045,sqft lot,Sold 09/18/2019,78,Very Walkable,34.226743,-118.535072,59,46
9959 N Lindley Ave,Northridge,CA,Los Angeles,91325,925000,38332.8,0.88,24.13077052,acres lot,Sold 09/02/2020,48,Car-Dependent,34.25167,-118.52748,67,41
17210 Roscoe Blvd,Northridge,CA,Los Angeles,91325,1500000,40510.8,0.93,37.02716313,acres lot,Sold 06/07/2019,51,Somewhat Walkable,34.220373,-118.508141,45,39
15006 Hawtree,Ozone Park,NY,New York,11417,250000,4013.0,0.09212580349,62.29753302,sqft lot,Sold 07/10/2020,57,Somewhat Walkable,40.669253,-73.834978,0,0
7601 Glenmore,Ozone Park,NY,New York,11417,640000,4000.0,0.09182736455,160.0,sqft lot,Sold 09/19/2018,91,Walker's Paradise,40.678171,-73.860963,53,85
949 Rivas Canyon Rd,Pacific Palisades,CA,Los Angeles,90272,6900000,43995.6,1.01,156.8338652,acres lot,Sold 12/04/2020,10,Car-Dependent,34.048259,-118.515219,8,31
17819 Castellammare,Pacific Palisades,CA,Los Angeles,90272,26000,0.0,0.0,,sqft lot,Sold 02/05/2019,27,Car-Dependent,34.042163,-118.56305,18,31
Enchanted Way,Pacific Palisades,CA,Los Angeles,90272,80750,30492.0,0.7,2.648235603,acres lot,Sold 04/26/2019,7,Car-Dependent,34.0518,-118.54907,3,31
17548 Revello Dr,Pacific Palisades,CA,Los Angeles,90272,125000,3742.0,0.08590449954,33.40459647,sqft lot,Sold 11/27/2018,41,Car-Dependent,34.040822,-118.559192,24,34
17541 Revello Dr,Pacific Palisades,CA,Los Angeles,90272,323000,3751.0,0.08611111111,86.11037057,sqft lot,Sold 02/20/2019,41,Car-Dependent,34.04107,-118.558969,24,34
17504 Castellammare Dr,Pacific Palisades,CA,Los Angeles,90272,450000,3702.0,0.0849862259,121.5559157,sqft lot,Sold 11/07/2019,46,Car-Dependent,34.03963,-118.558274,24,34
Pacific Coast Hwy,Pacific Palisades,CA,Los Angeles,90272,685000,22215.6,0.51,30.83418859,acres lot,Sold 03/05/2020,39,Car-Dependent,34.029318,-118.521824,41,26
17537 Revello Dr,Pacific Palisades,CA,Los Angeles,90272,800000,4675.0,0.1073232323,171.1229947,sqft lot,Sold 02/20/2019,41,Car-Dependent,34.040889,-118.558822,24,34
14531 W Sunset Blvd,Pacific Palisades,CA,Los Angeles,90272,1000000,16988.4,0.39,58.86369523,acres lot,Sold 08/23/2019,60,Somewhat Walkable,34.045074,-118.516375,18,32
14999 La Cumbre Dr,Pacific Palisades,CA,Los Angeles,90272,11000000,28314.0,0.65,388.5003885,acres lot,Sold 03/13/2019,28,Car-Dependent,34.033981,-118.523616,37,31
915 Amalfi Dr,Pacific Palisades,CA,Los Angeles,90272,11100000,38768.4,0.89,286.3156591,acres lot,Sold 11/26/2019,1,Car-Dependent,34.045825,-118.510206,8,32
350 Alma Real Dr,Pacific Palisades,CA,Los Angeles,90272,12800000,18295.2,0.42,699.6370633,acres lot,Sold 10/16/2020,28,Car-Dependent,34.0349,-118.523102,42,32
532 Spoleto Dr,Pacific Palisades,CA,Los Angeles,90272,13900000,17424.0,0.4,797.7502296,acres lot,Sold 12/28/2018,17,Car-Dependent,34.035155,-118.514204,21,32
807 Radcliffe Ave,Pacific Palisades,CA,Los Angeles,90272,2950000,9805.0,0.2250918274,300.8669046,sqft lot,Sold 12/04/2020,88,Very Walkable,34.045631,-118.530387,47,33
230 Arno Way,Pacific Palisades,CA,Los Angeles,90272,4330000,11761.2,0.27,368.1597116,acres lot,Sold 10/02/2020,38,Car-Dependent,34.040834,-118.544785,31,35
1156 Corsica Dr,Pacific Palisades,CA,Los Angeles,90272,4850000,13939.2,0.32,347.9396235,acres lot,Sold 03/05/2019,2,Car-Dependent,34.049366,-118.504291,23,32
538 Spoleto Dr,Pacific Palisades,CA,Los Angeles,90272,5800000,16552.8,0.38,350.3938911,acres lot,Sold 01/22/2020,19,Car-Dependent,34.035387,-118.514495,18,31
715 Alma Real Dr,Pacific Palisades,CA,Los Angeles,90272,7600000,8432.0,0.1935720845,901.3282732,sqft lot,Sold 08/10/2020,69,Somewhat Walkable,34.041187,-118.523453,46,33
